source_method_name,source_method_type,meas_num_id,meas_id,n_blocks
From pellet mass and volume,custom,GLOBmeas_1289,from_pellet_mass_and_volume,3
From refractive index measurements,custom,GLOBmeas_1552,from_refractive_index_measurements,2
From solubilities in this work,custom,GLOBmeas_1944,from_solubilities_in_this_work,1
From speed of sound,custom,GLOBmeas_1945,from_speed_of_sound,1
From speed of sound measurements,custom,GLOBmeas_1554,from_speed_of_sound_measurements,2
From the change of vapor pressure slope,custom,GLOBmeas_1555,from_the_change_of_vapor_pressure_slope,2
From the density plateau,custom,GLOBmeas_927,from_the_density_plateau,5
From the volume and mass of a disc,custom,GLOBmeas_1948,from_the_volume_and_mass_of_a_disc,1
From thermal conductivity and thermal effusivity measured separately,custom,GLOBmeas_1949,from_thermal_conductivity_and_thermal_effusivity_measured_separately,1
From vapor pressure measurements (Knudsen effusion),custom,GLOBmeas_1950,from_vapor_pressure_measurements_knudsen_effusion,1
From volume and mass of a pressed pellet,custom,GLOBmeas_1951,from_volume_and_mass_of_a_pressed_pellet,1
GC,custom,GLOBmeas_237,gc,55
GC and Karl Fischer for water in the organic phase,custom,GLOBmeas_814,gc_and_karl_fischer_for_water_in_the_organic_phase,6
GC and gas volume,custom,GLOBmeas_1563,gc_and_gas_volume,2
GC correlation,custom,GLOBmeas_815,gc_correlation,6
GRAVIMETRIC,custom,GLOBmeas_136,gravimetric,2
Gamma attenuation method,standard,GLOBmeas_119,gamma_attenuation_method,4
Gas Burette,custom,GLOBmeas_413,gas_burette,16
Gas Chromatography,custom,GLOBmeas_35,gas_chromatography,19
Gas Saturation Method,custom,GLOBmeas_414,gas_saturation_method,15
Gas Stripping Method,custom,GLOBmeas_173,gas_stripping_method,73
Gas Volume Before and After Dissolution,custom,GLOBmeas_1561,gas_volume_before_and_after_dissolution,2
Gas Volume and Solvent Mass,custom,GLOBmeas_1954,gas_volume_and_solvent_mass,1
Gas absorption technique,custom,GLOBmeas_610,gas_absorption_technique,9
Gas chromatography,custom,GLOBmeas_35,gas_chromatography,11
Gas chromatography,standard,GLOBmeas_35,gas_chromatography,185
Gas pipette,custom,GLOBmeas_1952,gas_pipette,1
Gas volume after depressurization,custom,GLOBmeas_729,gas_volume_after_depressurization,3
Gas volume and solute mass,custom,GLOBmeas_1560,gas_volume_and_solute_mass,2
Gas volume and solute mass after depressurization,custom,GLOBmeas_1294,gas_volume_and_solute_mass_after_depressurization,3
Gas volume change,custom,GLOBmeas_730,gas_volume_change,1
Geometry and mass measurements,custom,GLOBmeas_1956,geometry_and_mass_measurements,1
Gravimetrcic,custom,GLOBmeas_1958,gravimetrcic,1
Gravimetric,custom,GLOBmeas_136,gravimetric,423
Gravimetric  Method,custom,GLOBmeas_139,gravimetric_method,9
Gravimetric + UV spectrophotometry,custom,GLOBmeas_1963,gravimetric_uv_spectrophotometry,1
Gravimetric Analysis,custom,GLOBmeas_211,gravimetric_analysis,8
Gravimetric Method,custom,GLOBmeas_139,gravimetric_method,91
Gravimetric Method.,custom,GLOBmeas_139,gravimetric_method,5
Gravimetric Microbalance,custom,GLOBmeas_249,gravimetric_microbalance,7
Gravimetric Technique,custom,GLOBmeas_677,gravimetric_technique,8
Gravimetric after drying,custom,GLOBmeas_1297,gravimetric_after_drying,3
Gravimetric analysis,custom,GLOBmeas_211,gravimetric_analysis,23
Gravimetric analysis method,custom,GLOBmeas_930,gravimetric_analysis_method,5
Gravimetric method,custom,GLOBmeas_139,gravimetric_method,163
Gravimetric method + Mass balance,custom,GLOBmeas_253,gravimetric_method_mass_balance,48
Gravimetric microbalance,custom,GLOBmeas_249,gravimetric_microbalance,4
Gravimetric plus Gas Volume,custom,GLOBmeas_1962,gravimetric_plus_gas_volume,1
Gravimetric with UV spectrophotometric analysis,custom,GLOBmeas_1964,gravimetric_with_uv_spectrophotometric_analysis,1
Gravimetric with drying of solvent,custom,GLOBmeas_678,gravimetric_with_drying_of_solvent,7
Gravimetrical method,custom,GLOBmeas_733,gravimetrical_method,1
Gravimetrically,custom,GLOBmeas_388,gravimetrically,9
Gravimetrically measured,custom,GLOBmeas_486,gravimetrically_measured,13
Gravimetrically using an analytical balance and a rotary evaporator,custom,GLOBmeas_1965,gravimetrically_using_an_analytical_balance_and_a_rotary_evaporator,1
Gravimetry,custom,GLOBmeas_288,gravimetry,23
Graviometric,custom,GLOBmeas_1966,graviometric,1
Gravity bottle method,custom,GLOBmeas_931,gravity_bottle_method,5
H NMR,custom,GLOBmeas_611,h_nmr,9
H NMR spectroscopy,custom,GLOBmeas_612,h_nmr_spectroscopy,9
HCURVE:FP,custom,GLOBmeas_1968,hcurve_fp,1
HGMAN:UFactor:16,custom,GLOBmeas_1976,hgman_ufactor_16,1
HNMR,custom,GLOBmeas_430,hnmr,16
HOTW:UFactor:4,custom,GLOBmeas_1569,hotw_ufactor_4,2
HOTW:UFactor:8,custom,GLOBmeas_1570,hotw_ufactor_8,2
HOTW:elcondl,custom,GLOBmeas_615,hotw_elcondl,9
HP 4194A impedance-gain phase analyzer,custom,GLOBmeas_1571,hp_4194a_impedance_gain_phase_analyzer,2
HP42844A precision LCR Meter,custom,GLOBmeas_1985,hp42844a_precision_lcr_meter,1
HP4284A LCR Meter with HP16452A measuring cell,custom,GLOBmeas_734,hp4284a_lcr_meter_with_hp16452a_measuring_cell,5
HP4284A LCR meter with HP16452A measuring cell,custom,GLOBmeas_734,hp4284a_lcr_meter_with_hp16452a_measuring_cell,2
HP4284A precision LCR Meter,custom,GLOBmeas_1304,hp4284a_precision_lcr_meter,3
HP428A precision LCR Meter,custom,GLOBmeas_1986,hp428a_precision_lcr_meter,1
HPLC,custom,GLOBmeas_199,hplc,102
HPLC analysis,custom,GLOBmeas_1091,hplc_analysis,4
HPLC and spectra,custom,GLOBmeas_353,hplc_and_spectra,24
HPLC coupled with UV detector,custom,GLOBmeas_1987,hplc_coupled_with_uv_detector,1
HPLC system,custom,GLOBmeas_820,hplc_system,6
HYBAL:UFactor:4,custom,GLOBmeas_1572,hybal_ufactor_4,2
HYBAL:UFactor:8,custom,GLOBmeas_1989,hybal_ufactor_8,1
Hand Held Meter,custom,GLOBmeas_932,hand_held_meter,5
He-Ne laser,custom,GLOBmeas_1299,he_ne_laser,3
Headspace Chromatography,custom,GLOBmeas_470,headspace_chromatography,8
Headspace Solid Phase Microextraction with Gas Chromatography,custom,GLOBmeas_1972,headspace_solid_phase_microextraction_with_gas_chromatography,1
Headspace gas chromatography,custom,GLOBmeas_471,headspace_gas_chromatography,4
Headspace solid phase microextraction,custom,GLOBmeas_575,headspace_solid_phase_microextraction,9
Headspace solid-phase microextraction,custom,GLOBmeas_575,headspace_solid_phase_microextraction,1
Heat Flux Calorimetry,custom,GLOBmeas_520,heat_flux_calorimetry,6
Heat conduction microcalorimeter,custom,GLOBmeas_1974,heat_conduction_microcalorimeter,1
Heat-Conduction Microcalorimetry,custom,GLOBmeas_1087,heat_conduction_microcalorimetry,4
Heat-flux Calorimetry,custom,GLOBmeas_520,heat_flux_calorimetry,2
Heating curve in electrostatic levitation apparatus,custom,GLOBmeas_1975,heating_curve_in_electrostatic_levitation_apparatus,1
Heating/Cooling curves,standard,GLOBmeas_63,heating_cooling_curves,57
Hg(NO3)2 volumetric method,custom,GLOBmeas_1566,hg_no3_2_volumetric_method,2
High Pressure Cell,custom,GLOBmeas_472,high_pressure_cell,8
High Pressure Densimeter,custom,GLOBmeas_1089,high_pressure_densimeter,4
High Pressure cell,custom,GLOBmeas_472,high_pressure_cell,2
High Pressure microscope,custom,GLOBmeas_373,high_pressure_microscope,6
High precision DSC,custom,GLOBmeas_614,high_precision_dsc,6
High precision oscillating disk,custom,GLOBmeas_1978,high_precision_oscillating_disk,1
High pressure cell,custom,GLOBmeas_472,high_pressure_cell,2
High pressure microscope,custom,GLOBmeas_373,high_pressure_microscope,14
High pressure view cell,custom,GLOBmeas_1981,high_pressure_view_cell,1
High-precision drop calorimeter,custom,GLOBmeas_613,high_precision_drop_calorimeter,9
High-pressure cell,custom,GLOBmeas_472,high_pressure_cell,2
High-pressure cell with syringe pump,custom,GLOBmeas_1979,high_pressure_cell_with_syringe_pump,1
High-pressure variable-volume visual cell,custom,GLOBmeas_1090,high_pressure_variable_volume_visual_cell,4
High-temperature High-pressure adiabatci calorimeter,custom,GLOBmeas_1568,high_temperature_high_pressure_adiabatci_calorimeter,2
Homemade; based on four-point method,custom,GLOBmeas_1983,homemade_based_on_four_point_method,1
Hot disk method,standard,GLOBmeas_97,hot_disk_method,11
Hot wire method,standard,GLOBmeas_41,hot_wire_method,244
Hygrometer,custom,GLOBmeas_451,hygrometer,4
Hygrometric method,custom,GLOBmeas_488,hygrometric_method,3
ICP optical spectroscopy,custom,GLOBmeas_822,icp_optical_spectroscopy,6
ICP-MS Spectometry,custom,GLOBmeas_1990,icp_ms_spectometry,1
ICP-MS Spectrometry,custom,GLOBmeas_1991,icp_ms_spectrometry,1
ICP-OES,custom,GLOBmeas_521,icp_oes,12
ILs by UV-Vis sprectrophotometry; water gravimetruically after freeze drying; salt by mas balance,custom,GLOBmeas_452,ils_by_uv_vis_sprectrophotometry_water_gravimetruically_after_freeze_drying_salt_by_mas_balance,15
INCPIST:UFactor:0.5,custom,GLOBmeas_1995,incpist_ufactor_0_5,1
IR,custom,GLOBmeas_1577,ir,2
IR Spectroscopy,custom,GLOBmeas_935,ir_spectroscopy,3
IR spectroscopy,custom,GLOBmeas_935,ir_spectroscopy,2
ISOCHOR,custom,GLOBmeas_170,isochor,182
ISOPERIBOL,custom,GLOBmeas_144,isoperibol,542
ISOPERIBOL:,custom,GLOBmeas_144,isoperibol,1
ISOPERIBOL:UFactor:2,custom,GLOBmeas_431,isoperibol_ufactor_2,16
ISOPERIBOL:UFactor:4,custom,GLOBmeas_736,isoperibol_ufactor_4,7
ISOPERIBOL:UFactor:6,custom,GLOBmeas_2008,isoperibol_ufactor_6,1
ISOPERIBOL:UFactor:8,custom,GLOBmeas_1310,isoperibol_ufactor_8,3
ISOPERIBOL:solid,custom,GLOBmeas_735,isoperibol_solid,7
ISOPIE,custom,GLOBmeas_166,isopie,208
ISOPIE:METHOD:ISOPIE,custom,GLOBmeas_1580,isopie_method_isopie,2
ISOPVT,custom,GLOBmeas_276,isopvt,40
ISOTEN::UFactor:4,custom,GLOBmeas_1097,isoten_ufactor_4,2
ISOTEN::UFactor:8,custom,GLOBmeas_1311,isoten_ufactor_8,1
ISOTEN:UFactor:4,custom,GLOBmeas_1097,isoten_ufactor_4,2
ISOTEN:UFactor:8,custom,GLOBmeas_1311,isoten_ufactor_8,2
ISOTHERMAL TITRATION CALORIMETRY,custom,GLOBmeas_279,isothermal_titration_calorimetry,6
Impulsive stimulated scattering,custom,GLOBmeas_1994,impulsive_stimulated_scattering,1
Inclined piston gauge,standard,GLOBmeas_95,inclined_piston_gauge,13
Index of refraction calibration data,standard,GLOBmeas_24,index_of_refraction_calibration_data,522
"Inductively Coupled Plasma Optical Emission Spectrometer, alkali titration method",custom,GLOBmeas_1307,inductively_coupled_plasma_optical_emission_spectrometer_alkali_titration_method,3
Inductively coupled plasma-optical emission spectrometer,custom,GLOBmeas_1575,inductively_coupled_plasma_optical_emission_spectrometer,2
Inert Gas Stripping,custom,GLOBmeas_289,inert_gas_stripping,4
Inert gas stripping,custom,GLOBmeas_289,inert_gas_stripping,9
Infrared Spectroscopy,custom,GLOBmeas_1996,infrared_spectroscopy,1
Infrared thermography,custom,GLOBmeas_416,infrared_thermography,17
Interpolated from cloud point data,custom,GLOBmeas_827,interpolated_from_cloud_point_data,6
Inverse gas-liquid chromatography,custom,GLOBmeas_489,inverse_gas_liquid_chromatography,13
Inverse liquid-gas chromatography,custom,GLOBmeas_292,inverse_liquid_gas_chromatography,36
Ion selective electrodes,custom,GLOBmeas_2000,ion_selective_electrodes,1
Ion-selective electrode method,custom,GLOBmeas_1576,ion_selective_electrode_method,2
Ionic Chromatography,custom,GLOBmeas_1095,ionic_chromatography,1
Ionic chromatography,custom,GLOBmeas_1095,ionic_chromatography,3
Isochoric Breaking Point,custom,GLOBmeas_1578,isochoric_breaking_point,2
Isochoric Heat Capacity Apparatus,custom,GLOBmeas_2004,isochoric_heat_capacity_apparatus,1
Isochoric Saturation method,custom,GLOBmeas_522,isochoric_saturation_method,3
Isochoric heat capacity,custom,GLOBmeas_1579,isochoric_heat_capacity,1
Isochoric saturation method,custom,GLOBmeas_522,isochoric_saturation_method,1
Isoperibol Calorimetry,custom,GLOBmeas_78,isoperibol_calorimetry,2
Isoperibol Reaction Calorimeter,custom,GLOBmeas_2006,isoperibol_reaction_calorimeter,1
Isoperibol bomb calorimeter,custom,GLOBmeas_2005,isoperibol_bomb_calorimeter,1
Isoperibol calorimeter,custom,GLOBmeas_616,isoperibol_calorimeter,5
Isoperibol calorimetry,standard,GLOBmeas_78,isoperibol_calorimetry,28
Isoperibol solution calorimeter,custom,GLOBmeas_2007,isoperibol_solution_calorimeter,1
Isopiestic,custom,GLOBmeas_337,isopiestic,6
Isopiestic apparatus,custom,GLOBmeas_2009,isopiestic_apparatus,1
Isopiestic equilibrium,custom,GLOBmeas_936,isopiestic_equilibrium,5
Isopiestic method,custom,GLOBmeas_220,isopiestic_method,30
Isoteniscope,standard,GLOBmeas_114,isoteniscope,5
Isothermal Solution Saturation Method,custom,GLOBmeas_544,isothermal_solution_saturation_method,3
Isothermal TG,custom,GLOBmeas_1313,isothermal_tg,3
Isothermal Titration,custom,GLOBmeas_939,isothermal_titration,5
Isothermal Titration Calorimeter,custom,GLOBmeas_262,isothermal_titration_calorimeter,23
Isothermal Titration Calorimetry,custom,GLOBmeas_279,isothermal_titration_calorimetry,2
Isothermal calorimeter,custom,GLOBmeas_829,isothermal_calorimeter,6
Isothermal displacement,standard,GLOBmeas_88,isothermal_displacement,22
Isothermal flow mixing with back pressure control,custom,GLOBmeas_2012,isothermal_flow_mixing_with_back_pressure_control,1
Isothermal microcalorimeter,custom,GLOBmeas_938,isothermal_microcalorimeter,5
Isothermal solution saturation method,custom,GLOBmeas_544,isothermal_solution_saturation_method,3
Isothermal thermogravimetry,custom,GLOBmeas_830,isothermal_thermogravimetry,3
Isothermal titration calorimeter,custom,GLOBmeas_262,isothermal_titration_calorimeter,3
Isothermal titration calorimetry,custom,GLOBmeas_279,isothermal_titration_calorimetry,2
Jenway 4020 conductivity meter,custom,GLOBmeas_2013,jenway_4020_conductivity_meter,1
K2Cr2O7 oxidation,custom,GLOBmeas_578,k2cr2o7_oxidation,10
KF titration,custom,GLOBmeas_1099,kf_titration,4
KNUDSEN:UFactor:1.5,custom,GLOBmeas_2018,knudsen_ufactor_1_5,1
KNUDSEN:UFactor:2,custom,GLOBmeas_306,knudsen_ufactor_2,32
KNUDSEN:UFactor:3,custom,GLOBmeas_831,knudsen_ufactor_3,6
KNUDSEN:UFactor:4,custom,GLOBmeas_1585,knudsen_ufactor_4,2
KNUDSEN:flow,custom,GLOBmeas_618,knudsen_flow,9
Kanuer K-7000 vapour pressure osmometer,custom,GLOBmeas_738,kanuer_k_7000_vapour_pressure_osmometer,7
Karl Fischer Titration,custom,GLOBmeas_400,karl_fischer_titration,7
Karl Fischer titration,custom,GLOBmeas_400,karl_fischer_titration,1
Karl-Fischer titration,custom,GLOBmeas_400,karl_fischer_titration,7
Knauer K-7000 vapor pressure osmometer (VPO),custom,GLOBmeas_940,knauer_k_7000_vapor_pressure_osmometer_vpo,5
Knauer K-7000 vapour pressure osmometer,custom,GLOBmeas_545,knauer_k_7000_vapour_pressure_osmometer,11
Knauer K-7000 vapour pressure osmometer (VPO),custom,GLOBmeas_1100,knauer_k_7000_vapour_pressure_osmometer_vpo,4
Knauer Osmomat K-7000,custom,GLOBmeas_2014,knauer_osmomat_k_7000,1
Knauer Osmometer,custom,GLOBmeas_941,knauer_osmometer,5
Knauer vapor pressure osmometer,custom,GLOBmeas_1584,knauer_vapor_pressure_osmometer,2
Knudsen,custom,GLOBmeas_617,knudsen,9
Knudsen - mass spectrometry,custom,GLOBmeas_2017,knudsen_mass_spectrometry,1
Knudsen cell mass spectrometry,custom,GLOBmeas_2015,knudsen_cell_mass_spectrometry,1
Knudsen effusion method,custom,GLOBmeas_2016,knudsen_effusion_method,1
"Knudsen effusion method coupled with mass spectrometer, from logarithm of peak intensity",custom,GLOBmeas_1101,knudsen_effusion_method_coupled_with_mass_spectrometer_from_logarithm_of_peak_intensity,4
Knudson Effusion + TGA,custom,GLOBmeas_1314,knudson_effusion_tga,3
Kruss K11 tensiometer and Wilhelmy plate,custom,GLOBmeas_2019,kruss_k11_tensiometer_and_wilhelmy_plate,1
Kruss K11 tensiometer with Wilhelmy plate,custom,GLOBmeas_1586,kruss_k11_tensiometer_with_wilhelmy_plate,2
Kruss tensiometer with du Nuoy ring,custom,GLOBmeas_2020,kruss_tensiometer_with_du_nuoy_ring,1
Kyoto 210 Density Meter,custom,GLOBmeas_832,kyoto_210_density_meter,6
Kyoto Electronic Density Meter,custom,GLOBmeas_1315,kyoto_electronic_density_meter,3
Kyoto model CM-117 conductivity meter,custom,GLOBmeas_1587,kyoto_model_cm_117_conductivity_meter,2
LCR meter,custom,GLOBmeas_947,lcr_meter,5
LDSC:UFactor:0.2,custom,GLOBmeas_621,ldsc_ufactor_0_2,9
LDSC:UFactor:0.25,custom,GLOBmeas_433,ldsc_ufactor_0_25,16
LDSC:UFactor:0.5,custom,GLOBmeas_434,ldsc_ufactor_0_5,16
LDSC:UFactor:2,custom,GLOBmeas_835,ldsc_ufactor_2,6
LSTA:UFactor:2,custom,GLOBmeas_548,lsta_ufactor_2,11
LSTA:UFactor:4,custom,GLOBmeas_1109,lsta_ufactor_4,4
LSTA:UFactor:8,custom,GLOBmeas_1321,lsta_ufactor_8,3
LVPAI:,custom,GLOBmeas_2029,lvpai,1
LVPAI::UFactor:12,custom,GLOBmeas_623,lvpai_ufactor_12,4
LVPAI::UFactor:128,custom,GLOBmeas_1322,lvpai_ufactor_128,2
LVPAI::UFactor:2,custom,GLOBmeas_190,lvpai_ufactor_2,25
LVPAI::UFactor:32,custom,GLOBmeas_581,lvpai_ufactor_32,5
LVPAI::UFactor:4,custom,GLOBmeas_194,lvpai_ufactor_4,23
LVPAI::UFactor:64,custom,GLOBmeas_1324,lvpai_ufactor_64,2
LVPAI::UFactor:8,custom,GLOBmeas_311,lvpai_ufactor_8,10
LVPAI:UFactor:0.5,custom,GLOBmeas_683,lvpai_ufactor_0_5,8
LVPAI:UFactor:12,custom,GLOBmeas_623,lvpai_ufactor_12,5
LVPAI:UFactor:128,custom,GLOBmeas_1322,lvpai_ufactor_128,1
LVPAI:UFactor:2,custom,GLOBmeas_190,lvpai_ufactor_2,99
LVPAI:UFactor:3,custom,GLOBmeas_1323,lvpai_ufactor_3,3
LVPAI:UFactor:32,custom,GLOBmeas_581,lvpai_ufactor_32,5
LVPAI:UFactor:4,custom,GLOBmeas_194,lvpai_ufactor_4,89
LVPAI:UFactor:4:dM1:0.0002,custom,GLOBmeas_2030,lvpai_ufactor_4_dm1_0_0002,1
LVPAI:UFactor:6,custom,GLOBmeas_950,lvpai_ufactor_6,5
LVPAI:UFactor:64,custom,GLOBmeas_1324,lvpai_ufactor_64,1
LVPAI:UFactor:8,custom,GLOBmeas_311,lvpai_ufactor_8,21
LVPAI:WF = ,custom,GLOBmeas_1325,lvpai_wf,3
Lambert Beers Law,custom,GLOBmeas_1102,lambert_beers_law,4
Langmuir,custom,GLOBmeas_1316,langmuir,3
Langmuir technique,custom,GLOBmeas_2021,langmuir_technique,1
Large sample (1 g) DSC,standard,GLOBmeas_31,large_sample_1g_dsc,343
Large-sample thermal analysis,standard,GLOBmeas_68,large_sample_thermal_analysis,55
Laser Beam,custom,GLOBmeas_233,laser_beam,18
Laser Beam Method,custom,GLOBmeas_942,laser_beam_method,5
Laser Beam Observation,custom,GLOBmeas_2022,laser_beam_observation,1
Laser Detection,custom,GLOBmeas_334,laser_detection,5
Laser Method,custom,GLOBmeas_417,laser_method,1
Laser Monitering Observation,custom,GLOBmeas_546,laser_monitering_observation,10
Laser Monitering observation,custom,GLOBmeas_546,laser_monitering_observation,1
Laser Monitoring,custom,GLOBmeas_182,laser_monitoring,12
Laser Monitoring Observation,custom,GLOBmeas_244,laser_monitoring_observation,23
Laser Monitoring Observation Technique,custom,GLOBmeas_174,laser_monitoring_observation_technique,15
Laser Monitoring System,custom,GLOBmeas_245,laser_monitoring_system,18
Laser Monitoring Technique,custom,GLOBmeas_257,laser_monitoring_technique,19
Laser Monitoring Techniquie,custom,GLOBmeas_1319,laser_monitoring_techniquie,3
Laser Monitoring observation technique.,custom,GLOBmeas_174,laser_monitoring_observation_technique,7
Laser Observation,custom,GLOBmeas_547,laser_observation,11
Laser Technique,custom,GLOBmeas_344,laser_technique,7
Laser Technique.,custom,GLOBmeas_344,laser_technique,1
Laser beam,custom,GLOBmeas_233,laser_beam,13
Laser beam intensity,custom,GLOBmeas_739,laser_beam_intensity,7
Laser detecting system,custom,GLOBmeas_389,laser_detecting_system,5
Laser detection,custom,GLOBmeas_334,laser_detection,10
Laser detection of cloud point temperature,custom,GLOBmeas_432,laser_detection_of_cloud_point_temperature,16
Laser flash,custom,GLOBmeas_1589,laser_flash,2
Laser flash apparatus,custom,GLOBmeas_326,laser_flash_apparatus,28
Laser intensity,custom,GLOBmeas_310,laser_intensity,5
Laser intensity changes,custom,GLOBmeas_1318,laser_intensity_changes,3
Laser intensity variation,custom,GLOBmeas_681,laser_intensity_variation,5
"Laser intensity, when the intensity did not reach 90% of the maximum solute believed to not be completely dissolved",custom,GLOBmeas_1104,laser_intensity_when_the_intensity_did_not_reach_90_of_the_maximum_solute_believed_to_not_be_completely_dissolved,4
Laser light,custom,GLOBmeas_619,laser_light,6
Laser light intensity detection,custom,GLOBmeas_2023,laser_light_intensity_detection,1
Laser monitoring,custom,GLOBmeas_182,laser_monitoring,38
Laser monitoring method,custom,GLOBmeas_1105,laser_monitoring_method,4
Laser monitoring observation,custom,GLOBmeas_244,laser_monitoring_observation,1
Laser monitoring observation method,custom,GLOBmeas_834,laser_monitoring_observation_method,6
Laser monitoring observation technique,custom,GLOBmeas_174,laser_monitoring_observation_technique,26
Laser monitoring system,custom,GLOBmeas_245,laser_monitoring_system,10
Laser monitoring technique,custom,GLOBmeas_257,laser_monitoring_technique,4
Laser pulse heating,standard,GLOBmeas_107,laser_pulse_heating,8
Laser scattering,custom,GLOBmeas_1106,laser_scattering,4
Last crystal disappearance monitored with laser intensity,custom,GLOBmeas_742,last_crystal_disappearance_monitored_with_laser_intensity,7
Laster monitoring observation technique,custom,GLOBmeas_946,laster_monitoring_observation_technique,5
Lever Rule,custom,GLOBmeas_836,lever_rule,6
Levitation Method,custom,GLOBmeas_2025,levitation_method,1
Levitation methods,standard,GLOBmeas_100,levitation_methods,10
Light Scattering,custom,GLOBmeas_622,light_scattering,2
Light diffraction method,standard,GLOBmeas_93,light_diffraction_method,14
Light scattering,custom,GLOBmeas_622,light_scattering,1
Linear displacement technique,custom,GLOBmeas_1320,linear_displacement_technique,3
Linear heat flow apparatus,custom,GLOBmeas_1107,linear_heat_flow_apparatus,4
Linear variable-path acoustic interferometer,standard,GLOBmeas_15,linear_variable_path_acoustic_interferometer,905
Linear-bridge conductometer,custom,GLOBmeas_837,linear_bridge_conductometer,6
Liquid flow through an orifice,custom,GLOBmeas_1592,liquid_flow_through_an_orifice,2
Liquid flow through orifice,custom,GLOBmeas_2026,liquid_flow_through_orifice,1
Liquid mass and gas volume for a depressurized sample,custom,GLOBmeas_948,liquid_mass_and_gas_volume_for_a_depressurized_sample,5
Loschmidt cell combine with holographic interferometry,custom,GLOBmeas_949,loschmidt_cell_combine_with_holographic_interferometry,5
Loschmidt cell combined with holographic interferometry,custom,GLOBmeas_1593,loschmidt_cell_combined_with_holographic_interferometry,2
Loschmidt diffusion cell combined with holoholographic interferometry,custom,GLOBmeas_2027,loschmidt_diffusion_cell_combined_with_holoholographic_interferometry,1
Low residence time flow calorimetry,custom,GLOBmeas_1108,low_residence_time_flow_calorimetry,4
Low residence time flow method,custom,GLOBmeas_838,low_residence_time_flow_method,2
Low-temperature adiabatic,custom,GLOBmeas_2028,low_temperature_adiabatic,1
MANOM:UFactor:12,custom,GLOBmeas_1326,manom_ufactor_12,3
MANOM:UFactor:16,custom,GLOBmeas_2031,manom_ufactor_16,1
MANOM:UFactor:2,custom,GLOBmeas_549,manom_ufactor_2,11
MANOM:UFactor:32,custom,GLOBmeas_1594,manom_ufactor_32,2
MANOM:UFactor:4,custom,GLOBmeas_1595,manom_ufactor_4,2
MANOM:UFactor:8,custom,GLOBmeas_1596,manom_ufactor_8,2
MDSC,custom,GLOBmeas_1601,mdsc,2
MEMS,custom,GLOBmeas_2040,mems,1
METLER TOLEDO SevenEasy conductivity,custom,GLOBmeas_1333,metler_toledo_seveneasy_conductivity,3
METLER TOLEDO SevenEasy conductivity meter,custom,GLOBmeas_954,metler_toledo_seveneasy_conductivity_meter,3
METLER TOLEDO SevenEasyTM conductivity meter,custom,GLOBmeas_1608,metler_toledo_seveneasytm_conductivity_meter,2
MP522 conductivity instrument,custom,GLOBmeas_374,mp522_conductivity_instrument,20
MP522 conductivity meter,custom,GLOBmeas_2049,mp522_conductivity_meter,1
MS-Knudsen,custom,GLOBmeas_2050,ms_knudsen,1
MSONE:UFactor:0.25,custom,GLOBmeas_2051,msone_ufactor_0_25,1
MSONE:UFactor:0.5,custom,GLOBmeas_1116,msone_ufactor_0_5,4
MSONE:UFactor:12,custom,GLOBmeas_2052,msone_ufactor_12,1
MSONE:UFactor:24,custom,GLOBmeas_2053,msone_ufactor_24,1
MSONE:UFactor:3,custom,GLOBmeas_2054,msone_ufactor_3,1
MSONE:UFactor:6,custom,GLOBmeas_1614,msone_ufactor_6,2
MSONE:UFactor:64,custom,GLOBmeas_1336,msone_ufactor_64,3
MSONE:UFactor:8,custom,GLOBmeas_957,msone_ufactor_8,5
MSTWO:UFactor:0.5,custom,GLOBmeas_1337,mstwo_ufactor_0_5,3
Magnetic Suspension Balance,custom,GLOBmeas_490,magnetic_suspension_balance,5
Manometric method,standard,GLOBmeas_60,manometric_method,77
Mass Balance,custom,GLOBmeas_418,mass_balance,7
Mass Difference,custom,GLOBmeas_624,mass_difference,9
Mass after drying,custom,GLOBmeas_550,mass_after_drying,3
Mass and volume measurement,custom,GLOBmeas_1327,mass_and_volume_measurement,2
Mass balance,custom,GLOBmeas_418,mass_balance,2
Mass balance and pVT data,custom,GLOBmeas_1328,mass_balance_and_pvt_data,3
Mass balance method,custom,GLOBmeas_524,mass_balance_method,12
Mass of crystal residue after oven drying,custom,GLOBmeas_839,mass_of_crystal_residue_after_oven_drying,6
Mass of residual ionic liquid after drying,custom,GLOBmeas_1599,mass_of_residual_ionic_liquid_after_drying,2
Mass of residue in vacuum oven,custom,GLOBmeas_401,mass_of_residue_in_vacuum_oven,18
Mass-spectrometry,standard,GLOBmeas_111,mass_spectrometry,6
Material Balance,custom,GLOBmeas_390,material_balance,11
Material balance,custom,GLOBmeas_390,material_balance,8
Maximal bubble pressure,standard,GLOBmeas_36,maximal_bubble_pressure,286
Maximum bubble pressure,custom,GLOBmeas_2035,maximum_bubble_pressure,1
Measured as part of TC determination by DSC,custom,GLOBmeas_1113,measured_as_part_of_tc_determination_by_dsc,4
Measuring Cylinder - Thermometric 2277 Thermal Activity monitor,custom,GLOBmeas_2037,measuring_cylinder_thermometric_2277_thermal_activity_monitor,1
Melting Point Apparatus,custom,GLOBmeas_1604,melting_point_apparatus,2
Method described in references 3 and 4 of the article,custom,GLOBmeas_952,method_described_in_references_3_and_4_of_the_article,5
